第0类：
		小区	0.02272744303152468
		隔离	0.01997629948713118
		社区	0.01214035756302206
		不让	0.009367804341240285
		武汉	0.008864676922615793
		出门	0.008340139826603024
		在家	0.007644325311484045
		上班	0.0067451188611764405
		回来	0.0062634011199402245
		我家	0.005043049508808477
		消毒	0.005043049508808477
		复工	0.004839657573619852
		回去	0.0044863978967132935
		天天	0.004464988219325018
		地方	0.004400759187160189
		封闭	0.004357939832383636
		确诊	0.00433653015499536
		人员	0.004261596284136393
		排查	0.004208072090665703
		家里	0.004111728542418459
第1类：
		病毒	0.023204290104868974
		确诊	0.018966694571847395
		感染	0.01414182357093424
		数据	0.011585448004817962
		医院	0.011228476641981906
		病例	0.010238168990243168
		患者	0.010042410500945976
		新增	0.00999634967993487
		肺炎	0.00932846777527386
		病人	0.007773915066149097
		人数	0.007221185214015847
		增加	0.00718663959825752
		治疗	0.007025426724718655
		治愈	0.006967850698454775
		传播	0.006944820287949223
		隔离	0.006760577003904806
		出院	0.0062999687937937655
		传染	0.006092695099243797
		死亡	0.005539965247110547
		疑似	0.005436328399835563
第2类：
		湖北	0.030848247365551286
		武汉	0.030797407684671964
		全国	0.019574548130561385
		物资	0.01709611368769438
		江苏	0.015825121665711303
		医院	0.012380733286137164
		医疗	0.010703023817119501
		人民	0.010626764295800516
		支援	0.009622680598433884
		地方	0.00874569610326556
		关注	0.00790684136875673
		新闻	0.007665352884579944
		人民日报	0.007334894958864344
		真的	0.007017146953368574
		辽宁	0.0068900477511702665
		黑龙江	0.006673979107433143
		城市	0.006559589825454666
		浙江	0.005682605330286342
		医护人员	0.00547924660676905
		谢谢	0.005441116846109558
第3类：
		口罩	0.06853777752461197
		买不到	0.01867757757478727
		上班	0.014799292697795558
		复工	0.01115128098537523
		酒精	0.008739472577496011
		企业	0.008739472577496011
		出门	0.007988054882578866
		公司	0.00779414063872928
		防护	0.0071639193462181274
		生产	0.006364023090338587
		消毒	0.006036792803842411
		在家	0.005903476761195821
		防护服	0.005903476761195821
		工资	0.005891357120955222
		家里	0.005467169712534254
		员工	0.0045703163347299205
		药店	0.004461239572564528
		工作	0.004376402090880335
		医用	0.004255205688474344
		做好	0.004243086048233744
第4类：
		评论	0.013863034804038851
		微博	0.00904568117273056
		说话	0.00879891250119361
		节奏	0.007650901724913015
		脑子	0.007565069143508858
		造谣	0.007275384181269829
		新闻	0.006309767640473067
		辟谣	0.005515816262484618
		键盘	0.005118840573490393
		不好	0.004979362628708638
		视频	0.00417468217804467
		事实	0.003981558869885317
		真的	0.003949371651858759
		东西	0.003884997215805641
		一句	0.0036167703989176516
		事情	0.003552395962864534
		明白	0.0035094796721624557
		谣言	0.003423647090758299
		官方	0.0033592726547051815
		理解	0.0032305237825989465
第5类：
		微博	0.022869558649065355
		真的	0.021906848130194008
		哈哈哈	0.01932974612583071
		感觉	0.013375751839887913
		哈哈哈哈	0.01026545631738048
		西藏	0.009450855109104725
		厉害	0.006725643794145832
		谢谢	0.0057036895510362475
		终于	0.004563247859450189
		不错	0.004370705755675919
		大哥	0.004207785514020768
		00	0.003881945030710466
		姐妹	0.0038375122375317885
		好像	0.0037338357201148736
		喜欢	0.003407995236804571
		看着	0.003230264064089861
		太好了	0.0031413984777325056
		可爱	0.0031265875466729466
		没事	0.002993289167136914
		内蒙	0.0029636673050177954
第6类：
		国家	0.022582231635217113
		疫情	0.016986613739987173
		政府	0.015094150067696462
		武汉	0.0076644778727773775
		人民	0.007535977253053935
		领导	0.007407476633330491
		地方	0.005269693596113207
		老百姓	0.004662236121056929
		事情	0.004487008003252234
		隐瞒	0.0044636442542116085
		中央	0.0044285986306506694
		野味	0.004136551767642844
		防控	0.003949641775317835
		这是	0.003669276786830322
		官员	0.003669276786830322
		严惩	0.0036225492887490703
		希望	0.003540776167106879
		湖北	0.0034473211709443747
		野生动物	0.0034473211709443747
		社会	0.0033421843002615576
第7类：
		加油	0.1704075142408835
		中国	0.05869831505716111
		武汉	0.04883262357288439
		希望	0.03743736751740198
		平安	0.03487534686063245
		疫情	0.0304905950898428
		归来	0.01102688592125037
		好消息	0.010644494778448945
		早日	0.01050428469275509
		结束	0.009981683464259813
		越来越	0.008133459607386267
		健康	0.007700082978877989
		快点	0.007457901921770421
		安徽	0.00705001803611557
		战胜	0.006897061578995
		挺住	0.00618326477909901
		平平安安	0.005482214350629735
		江西	0.005456721607776307
		回来	0.005061584093548169
		宝宝	0.00478116392216046
第8类：
		开学	0.021548709666201715
		学校	0.020466830751635374
		河南	0.014387701612643558
		真的	0.013292943187189522
		时间	0.013189907100087966
		老师	0.01205651014197085
		学生	0.010510968835447505
		通知	0.010266258128581309
		孩子	0.009557885029758111
		网课	0.006389525351385256
		延迟	0.006363766329609867
		不想	0.005990260513866726
		上网	0.005732670296112835
		在家	0.004985658664626553
		眼睛	0.004934140621075774
		手机	0.004869743066637302
		成绩	0.004766706979535746
		推迟	0.0046250323597711055
		作业	0.004457598718231077
		大学	0.004303044587578742
第9类：
		致敬	0.028772746598906083
		辛苦	0.02847173708825975
		一线	0.024483361072195876
		医护人员	0.018413002607494885
		英雄	0.01391040201074353
		医生	0.012844326660537779
		真的	0.011577578303234474
		希望	0.010097614875890016
		感谢	0.009859315679961672
		国家	0.008768156203868725
		谢谢	0.008115968930801677
		疫情	0.0077647911683809585
		保护	0.0075139499095090165
		好好	0.007187856272975492
		人员	0.006736342007005997
		前线	0.00642279043341607
		工作者	0.006197033300431322
		老人	0.006171949174544128
		努力	0.005444509523815496
		医务人员	0.005419425397928303
